	Vendor	Trip Distance (in Miles)	Trip Cost	Trip Time (in Minutes)
244	Taxi	10.99	$7.01	18.95
245	Taxi	20.99	$16.73	36.19
246	Taxi	15.09	$17.34	26.02
247	Taxi	14.74	$20.63	25.41
248	Taxi	9.81	$17.08	16.91
249	Taxi	7.5	$14.80	12.93
250	Taxi	13.99	$16.66	24.12
251	Taxi	9.53	$10.86	16.44
252	Taxi	15.33	$18.76	26.43
253	Taxi	13.01	$20.34	22.44
254	Taxi	18.36	$7.11	31.67
255	Taxi	12.36	$11.75	21.32
256	Taxi	3.01	$18.55	5.2
257	Taxi	15.11	$17.57	26.06
258	Taxi	9.04	$14.15	15.59
259	Taxi	22.35	$18.08	38.54
260	Taxi	20.59	$21.85	35.51
261	Taxi	14.41	$20.33	24.84
262	Taxi	15.6	$14.23	26.89
263	Taxi	11.62	$17.31	20.04
264	Taxi	17.06	$22.57	29.42
265	Taxi	9.07	$5.41	15.65
266	Taxi	6.88	$23.63	11.86
267	Taxi	19.96	$13.77	34.42
268	Taxi	1.21	$15.43	2.09
269	Taxi	16.96	$14.88	29.25
270	Taxi	17.98	$3.46	31.01
271	Taxi	11.54	$14.45	19.9
272	Taxi	23.08	$22.08	39.79
273	Taxi	18.73	$12.00	32.3
274	Taxi	19.94	$20.03	34.39
275	Taxi	16.79	$14.21	28.94
276	Taxi	11.49	$18.60	19.81
277	Taxi	1.38	$18.32	2.39
278	Taxi	8.25	$24.41	14.22
279	Taxi	7.33	$13.45	12.65
280	Taxi	13.49	$13.55	23.27
281	Taxi	16.88	$21.52	29.1
282	Taxi	24.07	$14.21	41.51
283	Taxi	13.36	$13.25	23.04
284	Taxi	15.15	$13.06	26.13
285	Taxi	24.31	$14.68	41.92
286	Taxi	13.29	$25.90	22.92
287	Taxi	14.31	$16.58	24.67
288	Taxi	9.66	$15.14	16.66
289	Taxi	20.79	$21.74	35.85
290	Taxi	13.08	$12.40	22.55
291	Taxi	17.06	$18.23	29.42
292	Taxi	3.16	$20.63	5.45
293	Taxi	14.64	$19.34	25.25
294	Taxi	17.09	$14.01	29.47
295	Taxi	17.42	$19.71	30.04
296	Taxi	15.41	$17.00	26.57
297	Taxi	4.91	$20.88	8.46
298	Taxi	11.05	$10.69	19.05
299	Taxi	10.21	$12.98	17.61
300	Taxi	9.21	$14.88	15.88
301	Taxi	15.14	$14.52	26.11
302	Taxi	17.38	$11.53	29.97
303	Taxi	6.35	$16.77	10.95
304	Taxi	9.83	$26.98	16.96
305	Taxi	14.75	$17.58	25.43
306	Taxi	9.56	$10.90	16.49
307	Taxi	17.22	$10.22	29.7
308	Taxi	30.46	$16.99	52.52
309	Taxi	25.27	$12.72	43.58
310	Taxi	16.46	$19.16	28.38
311	Taxi	12.42	$13.28	21.41
312	Taxi	10.37	$15.95	17.88
313	Taxi	10.39	$10.64	17.91
314	Taxi	7.18	$17.30	12.39
315	Taxi	15.87	$12.94	27.36
316	Taxi	15.56	$23.35	26.83
317	Taxi	19.3	$14.79	33.27
318	Taxi	24.39	$16.75	42.05
319	Taxi	26.4	$16.16	45.52
320	Taxi	17.05	$16.01	29.41
321	Taxi	20.32	$14.21	35.03
322	Taxi	30.03	$18.21	51.78
323	Taxi	11.41	$16.50	19.68
324	Taxi	8.62	$16.30	14.86
325	Taxi	2.35	$12.70	4.05
326	Taxi	18.07	$17.44	31.15
327	Taxi	12.85	$13.04	22.16
328	Taxi	25.76	$14.23	44.42
329	Taxi	14.09	$17.59	24.3
330	Taxi	10.7	$17.24	18.45
331	Taxi	29.2	$17.82	50.35
332	Taxi	15.59	$13.87	26.89
333	Taxi	12.96	$16.86	22.34
334	Taxi	14.58	$15.84	25.14
335	Taxi	13.73	$15.71	23.67
336	Taxi	15.09	$16.12	26.02
337	Taxi	8.24	$19.25	14.2
338	Taxi	25.18	$17.62	43.42
339	Taxi	7.25	$17.26	12.5
340	Taxi	31.12	$16.51	53.66
341	Taxi	23.18	$25.85	39.97
342	Taxi	18.07	$16.94	31.15
343	Taxi	18.25	$15.97	31.48
344	Taxi	16.53	$13.36	28.51
345	Taxi	19.55	$17.55	33.71
346	Taxi	18.47	$15.01	31.86
347	Taxi	15.97	$10.65	27.53
348	Taxi	11.37	$23.41	19.61
349	Taxi	11.64	$5.74	20.08
350	Taxi	17.56	$17.68	30.28
351	Taxi	16.39	$16.70	28.26
352	Taxi	18.43	$18.44	31.78
353	Taxi	15.01	$15.35	25.88
354	Taxi	12.46	$18.79	21.49
355	Taxi	18.76	$20.44	32.36
356	Taxi	19.36	$18.50	33.39
357	Taxi	0.54	$17.09	0.93
358	Taxi	9.27	$15.09	15.98
359	Taxi	20.88	$18.92	36.0
360	Taxi	26.48	$20.36	45.66
361	Taxi	18.09	$17.78	31.2
362	Taxi	8.77	$10.92	15.13
363	Taxi	17.34	$8.09	29.9
364	Taxi	3.65	$16.19	6.3
365	Taxi	19.16	$21.79	33.03
366	Taxi	9.72	$24.67	16.76
367	Taxi	15.38	$15.37	26.51
368	Taxi	12.51	$17.50	21.58
369	Taxi	8.12	$17.44	14.0
370	Taxi	12.76	$19.16	22.0
371	Taxi	15.73	$18.40	27.13
372	Taxi	22.55	$18.21	38.88
373	Taxi	16.72	$16.01	28.83
374	Taxi	12.18	$20.03	21.01
375	Taxi	16.17	$9.71	27.89
376	Taxi	13.73	$20.15	23.67
377	Taxi	7.09	$14.30	12.22
378	Taxi	20.1	$8.38	34.65
379	Taxi	16.59	$21.41	28.6
380	Taxi	11.13	$17.79	19.19
381	Taxi	22.27	$17.51	38.4
382	Taxi	4.58	$13.22	7.9
383	Taxi	11.9	$12.25	20.53
384	Taxi	14.12	$15.47	24.35
385	Taxi	17.44	$17.92	30.07
386	Taxi	30.67	$18.58	52.89
387	Taxi	3.38	$13.95	5.82
388	Taxi	11.1	$22.69	19.14
389	Taxi	4.54	$10.42	7.83
390	Taxi	26.13	$14.39	45.05
391	Taxi	12.68	$19.55	21.87
392	Taxi	23.19	$12.23	39.99
393	Taxi	15.85	$16.71	27.34
394	Taxi	18.45	$16.77	31.82
395	Taxi	20.58	$12.15	35.49
396	Taxi	19.12	$18.16	32.96
397	Taxi	8.46	$11.78	14.59
398	Taxi	24.85	$15.86	42.84
399	Taxi	14.93	$9.33	25.74
400	Taxi	20.15	$7.55	34.75
401	Taxi	15.16	$18.48	26.15
402	Taxi	14.25	$21.89	24.57
403	Taxi	9.63	$6.44	16.6
404	Taxi	16.67	$12.44	28.74
405	Taxi	22.11	$13.71	38.12
406	Taxi	18.89	$20.07	32.57
407	Taxi	19.4	$21.50	33.45
408	Taxi	10.28	$16.23	17.73
409	Taxi	32.64	$16.16	56.28
410	Taxi	14.0	$5.18	24.15
411	Taxi	13.53	$12.03	23.33
412	Taxi	13.49	$16.25	23.26
413	Taxi	18.79	$15.61	32.39
414	Taxi	18.98	$9.61	32.72
415	Taxi	18.01	$22.10	31.06
416	Taxi	16.58	$12.22	28.59
417	Taxi	18.01	$15.90	31.05
418	Taxi	18.07	$24.21	31.15
419	Taxi	24.8	$20.20	42.76
420	Taxi	16.74	$17.40	28.87
421	Taxi	11.65	$13.07	20.09
422	Taxi	18.46	$15.56	31.84
423	Taxi	7.94	$16.14	13.69
424	Taxi	9.9	$14.97	17.07
425	Taxi	4.9	$15.66	8.46
426	Taxi	16.3	$13.29	28.1
427	Taxi	25.64	$14.13	44.21
428	Taxi	12.4	$8.62	21.38
429	Taxi	13.89	$16.45	23.95
430	Taxi	15.61	$19.93	26.92
431	Taxi	11.07	$14.99	19.09
432	Taxi	19.69	$13.61	33.94
433	Taxi	29.02	$14.99	50.04
434	Taxi	9.02	$12.84	15.55
435	Taxi	16.34	$10.37	28.18
436	Taxi	13.11	$16.73	22.61
437	Taxi	17.9	$17.05	30.86
438	Taxi	14.08	$14.78	24.27
439	Taxi	2.06	$14.43	3.55
440	Taxi	0.97	$16.89	1.68
441	Taxi	10.7	$14.26	18.45
442	Taxi	1.26	$22.55	2.18
443	Taxi	5.41	$11.88	9.33
444	Taxi	14.34	$21.57	24.74
445	Taxi	11.74	$12.46	20.24
446	Taxi	14.46	$12.71	24.93
447	Taxi	21.21	$22.99	36.58
448	Taxi	22.09	$11.52	38.09
449	Taxi	19.56	$12.71	33.72
450	Taxi	19.46	$10.69	33.56
451	Taxi	13.61	$16.79	23.46
452	Taxi	19.28	$11.24	33.25
453	Taxi	11.46	$12.95	19.76
454	Taxi	5.46	$12.58	9.41
455	Taxi	11.71	$15.38	20.19
456	Taxi	12.0	$17.68	20.7
457	Taxi	20.22	$11.75	34.86
458	Taxi	7.0	$21.03	12.07
459	Taxi	8.95	$15.22	15.43
460	Taxi	31.36	$12.65	54.07
461	Taxi	12.3	$16.90	21.22
462	Taxi	18.18	$12.45	31.34
463	Taxi	21.96	$21.08	37.87
464	Taxi	20.76	$16.68	35.79
465	Taxi	24.05	$22.18	41.46
466	Taxi	5.3	$16.38	9.14
467	Taxi	9.89	$19.08	17.05
468	Taxi	3.35	$13.92	5.78
469	Taxi	21.01	$15.74	36.22
470	Taxi	17.17	$10.05	29.6
471	Taxi	11.13	$13.13	19.19
472	Taxi	22.07	$24.57	38.06
473	Taxi	23.52	$15.33	40.55
474	Taxi	11.91	$17.99	20.54
475	Taxi	14.27	$16.47	24.61
476	Taxi	22.0	$13.87	37.93
477	Taxi	5.58	$12.22	9.62
478	Taxi	5.73	$15.01	9.88
479	Taxi	19.13	$4.25	32.99
480	Taxi	8.98	$16.65	15.48
481	Taxi	16.86	$19.55	29.07
482	Taxi	3.61	$10.73	6.22
483	Taxi	12.57	$16.79	21.67
484	Taxi	20.6	$19.46	35.53
485	Taxi	14.75	$18.49	25.43
486	Taxi	18.26	$17.77	31.49
487	Taxi	13.48	$16.22	23.24
488	Taxi	13.97	$9.47	24.09
489	Taxi	34.52	$18.39	59.52
490	Taxi	21.43	$19.05	36.95
491	Taxi	21.49	$20.21	37.05
492	Taxi	12.64	$18.84	21.8
493	Taxi	22.42	$17.05	38.65
494	Taxi	11.47	$18.15	19.77
495	Taxi	25.78	$12.54	44.46
496	Taxi	14.51	$14.58	25.01
497	Taxi	7.95	$14.89	13.71
498	Taxi	7.7	$15.81	13.28
499	Taxi	12.03	$20.15	20.74
500	Taxi	11.06	$11.22	19.07
501	Taxi	17.71	$19.08	30.53
502	Taxi	19.49	$23.04	33.61
503	Taxi	15.15	$11.20	26.12
504	Taxi	13.74	$10.77	23.69
505	Taxi	7.42	$11.71	12.8
506	Taxi	13.35	$13.00	23.01
507	Taxi	23.74	$14.56	40.94
508	Taxi	17.9	$11.34	30.87
509	Taxi	19.7	$17.52	33.97
510	Taxi	30.17	$14.31	52.02
511	Taxi	23.06	$21.74	39.76
512	Taxi	17.88	$24.10	30.83
513	Taxi	16.64	$18.06	28.69
514	Taxi	20.83	$21.65	35.91
515	Taxi	20.3	$18.78	35.0
516	Taxi	16.2	$9.41	27.94
517	Taxi	16.05	$11.51	27.68
518	Taxi	16.88	$16.33	29.12
519	Taxi	13.96	$15.39	24.07
520	Taxi	7.28	$11.72	12.56
521	Taxi	11.94	$15.51	20.6
522	Taxi	9.22	$18.94	15.9
523	Taxi	17.78	$10.74	30.67
524	Taxi	17.62	$15.36	30.38
525	Taxi	25.01	$19.24	43.12
526	Taxi	20.33	$8.27	35.05
527	Taxi	9.46	$12.54	16.32
528	Taxi	9.81	$13.98	16.91
529	Taxi	12.28	$12.40	21.18
530	Taxi	31.86	$17.23	54.93
531	Taxi	0.14	$13.44	0.25
532	Taxi	13.37	$17.54	23.05
533	Taxi	24.75	$13.87	42.68
534	Taxi	14.39	$15.54	24.82
535	Taxi	5.67	$13.96	9.77
536	Taxi	0.12	$22.24	0.2
537	Taxi	7.88	$16.50	13.59
538	Taxi	12.61	$14.47	21.75
539	Taxi	1.22	$17.32	2.11
540	Taxi	12.22	$10.12	21.07
541	Taxi	17.31	$10.51	29.85
542	Taxi	23.31	$13.93	40.2
543	Taxi	28.93	$17.89	49.89
544	Taxi	22.45	$16.76	38.7
545	Taxi	1.05	$10.62	1.82
546	Taxi	0.73	$13.42	1.27
547	Taxi	14.06	$14.24	24.24
548	Taxi	18.6	$13.12	32.07
549	Taxi	4.24	$10.33	7.31
550	Taxi	16.54	$9.87	28.52
551	Taxi	9.51	$10.84	16.39
552	Taxi	7.22	$14.09	12.45
553	Taxi	6.01	$16.53	10.37
554	Taxi	20.24	$17.66	34.9
555	Taxi	16.79	$9.87	28.95
556	Taxi	15.55	$12.56	26.81
557	Taxi	22.2	$22.84	38.27
558	Taxi	3.52	$17.89	6.07
559	Taxi	0.41	$17.38	0.71
560	Taxi	16.3	$12.98	28.11
561	Taxi	5.13	$11.70	8.84
562	Taxi	21.4	$10.07	36.9
563	Taxi	16.83	$12.72	29.02
564	Taxi	7.27	$9.69	12.54
565	Taxi	12.9	$15.46	22.25
566	Taxi	2.49	$9.62	4.3
567	Taxi	10.12	$10.91	17.45
568	Taxi	14.48	$13.94	24.96
569	Taxi	15.61	$16.56	26.91
570	Taxi	25.07	$18.43	43.22
571	Taxi	23.46	$14.03	40.46
572	Taxi	14.79	$20.24	25.51
573	Taxi	11.37	$10.76	19.6
574	Taxi	15.3	$10.76	26.39
575	Taxi	22.76	$13.39	39.25
576	Taxi	16.66	$21.28	28.72
577	Taxi	21.78	$12.29	37.55
578	Taxi	22.14	$15.16	38.18
579	Taxi	12.86	$21.18	22.17
580	Taxi	16.63	$17.49	28.67
581	Taxi	8.68	$11.31	14.97
582	Taxi	29.79	$20.96	51.37
583	Taxi	16.34	$10.32	28.17
584	Taxi	11.95	$17.88	20.6
585	Taxi	15.64	$12.58	26.98
586	Taxi	18.38	$13.67	31.69
587	Taxi	6.15	$15.78	10.61
588	Taxi	12.63	$17.71	21.78
589	Taxi	17.85	$16.00	30.79
590	Taxi	15.59	$14.79	26.89
591	Taxi	2.86	$14.96	4.93
592	Taxi	22.42	$21.01	38.66
593	Taxi	17.54	$6.18	30.25
594	Taxi	20.93	$17.99	36.1
595	Taxi	22.0	$15.85	37.93
596	Taxi	8.34	$19.93	14.38
597	Taxi	21.26	$19.41	36.66
598	Taxi	6.87	$22.18	11.85
599	Taxi	7.55	$18.26	13.03
600	Taxi	13.59	$18.59	23.43
601	Taxi	13.4	$21.30	23.11
602	Taxi	22.32	$10.68	38.49
603	Taxi	12.48	$16.39	21.51
604	Taxi	15.84	$18.26	27.31
605	Taxi	18.16	$13.68	31.32
606	Taxi	21.93	$15.66	37.81
607	Taxi	14.58	$13.08	25.14
608	Taxi	14.43	$7.55	24.89
609	Taxi	30.34	$7.70	52.32
610	Taxi	5.95	$15.44	10.26
611	Taxi	19.74	$12.00	34.04
612	Taxi	12.66	$21.46	21.84
613	Taxi	33.85	$13.19	58.37
614	Taxi	25.36	$13.29	43.74
615	Taxi	14.15	$6.17	24.4
616	Taxi	15.08	$16.19	26.01
617	Taxi	10.89	$24.55	18.78
618	Taxi	6.9	$13.66	11.91
619	Taxi	21.44	$12.65	36.98
620	Taxi	9.15	$15.42	15.78
621	Taxi	4.59	$20.09	7.92
622	Taxi	27.63	$12.00	47.64
623	Taxi	11.31	$10.41	19.51
624	Taxi	22.8	$13.72	39.31
625	Taxi	4.04	$17.58	6.96
626	Taxi	12.31	$24.80	21.23
627	Taxi	10.03	$18.09	17.29
628	Taxi	22.4	$9.33	38.62
629	Taxi	19.0	$16.17	32.76
630	Taxi	21.43	$17.84	36.95
631	Taxi	17.68	$20.53	30.49
632	Taxi	29.81	$16.29	51.39
633	Taxi	9.69	$22.31	16.7
634	Taxi	24.08	$21.47	41.52
635	Taxi	5.17	$15.18	8.91
636	Taxi	19.3	$13.08	33.28
637	Taxi	9.84	$17.60	16.98
638	Taxi	7.58	$23.66	13.08
639	Taxi	5.93	$18.06	10.23
640	Taxi	17.21	$11.85	29.68
641	Taxi	17.07	$15.13	29.44
642	Taxi	25.22	$19.10	43.49
643	Taxi	20.41	$15.72	35.2
644	Taxi	20.93	$18.35	36.08
645	Taxi	23.93	$14.28	41.26
646	Taxi	17.99	$12.82	31.01
647	Taxi	22.81	$22.36	39.32
648	Taxi	4.14	$7.49	7.13
649	Taxi	14.75	$19.54	25.43
650	Taxi	16.34	$24.47	28.17
651	Taxi	16.59	$13.92	28.61
652	Taxi	17.45	$12.17	30.09
653	Taxi	8.29	$11.41	14.3
654	Taxi	13.94	$18.39	24.04
655	Taxi	11.67	$18.74	20.12
656	Taxi	8.86	$19.39	15.29
657	Taxi	19.49	$20.85	33.61
658	Taxi	10.3	$18.82	17.76
659	Taxi	11.58	$15.83	19.97
660	Taxi	17.98	$9.97	31.0
661	Taxi	7.44	$20.11	12.84
662	Taxi	4.98	$16.27	8.6
663	Taxi	4.28	$12.24	7.38
664	Taxi	10.06	$21.72	17.35
665	Taxi	18.19	$12.62	31.37
666	Taxi	20.88	$19.28	36.01
667	Taxi	21.18	$17.62	36.52
668	Taxi	14.32	$4.03	24.68
669	Taxi	5.2	$17.12	8.97
670	Taxi	16.04	$11.71	27.65
671	Taxi	4.02	$11.06	6.94
672	Taxi	13.77	$14.66	23.74
673	Taxi	18.54	$8.51	31.97
674	Taxi	22.15	$16.65	38.2
675	Taxi	20.52	$19.61	35.38
676	Taxi	15.49	$12.15	26.71
677	Taxi	11.86	$12.24	20.45
678	Taxi	12.95	$14.31	22.33
679	Taxi	17.01	$18.28	29.33
680	Taxi	24.13	$20.24	41.61
681	Taxi	4.76	$15.19	8.21
682	Taxi	6.16	$9.47	10.62
683	Taxi	7.88	$12.57	13.59
684	Taxi	23.59	$14.35	40.68
685	Taxi	21.17	$10.92	36.51
686	Taxi	23.27	$13.99	40.13
687	Taxi	30.91	$10.30	53.29
688	Taxi	16.68	$10.39	28.77
689	Taxi	24.56	$12.22	42.35
690	Taxi	11.89	$18.33	20.5
691	Taxi	24.39	$15.58	42.05
692	Taxi	12.25	$19.55	21.12
693	Taxi	23.46	$19.05	40.45
694	Taxi	13.96	$27.22	24.07
695	Taxi	22.76	$27.67	39.25
